
subscriber_type,duration_min
Customer,11.18
Customer,11.18
Customer,11.18
Customer,11.18
Customer,11.18
Customer,11.18
Customer,11.18
Customer,11.18
Customer,11.18
Customer,11.18
Customer,11.18
Customer,11.18
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.2
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.22
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.23
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.25
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.27
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.28
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.3
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.32
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.33
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.35
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.37
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.38
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.4
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.42
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.43
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.45
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.47
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.48
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.5
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
Customer,11.52
